Sample in Buffer,Sample in Window,TRIGGER,u_stress/agent_10/rx_err_cnt[31:0],u_stress/agent_10/state_dbg[1:0],u_stress/agent_10/rx_vc0_cnt[31:0],u_stress/agent_10/rx_vc1_cnt[31:0],u_stress/agent_10/tx_stall_cnt[31:0],u_stress/agent_10/tx_flit_cnt[31:0],u_stress/agent_10/rx_tdest_dbg[3:0],u_stress/agent_10/test_done
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
903,903,0,00000000,1,00186620,00186616,000821de,0030cd18,1,0
904,904,0,00000000,1,00186620,00186617,000821de,0030cd19,1,0
905,905,0,00000000,1,00186620,00186618,000821de,0030cd1a,1,0
906,906,0,00000000,1,00186620,00186619,000821de,0030cd1b,1,0
907,907,0,00000000,1,00186620,0018661a,000821de,0030cd1c,1,0
908,908,0,00000000,1,00186620,0018661b,000821de,0030cd1d,1,0
909,909,0,00000000,1,00186620,0018661c,000821de,0030cd1e,1,0
910,910,0,00000000,1,00186620,0018661d,000821de,0030cd1f,1,0
911,911,0,00000000,1,00186620,0018661e,000821de,0030cd20,1,0
912,912,0,00000000,1,00186620,0018661f,000821de,0030cd21,1,0
913,913,0,00000000,1,00186620,0018661f,000821de,0030cd22,1,0
914,914,0,00000000,1,00186620,00186620,000821de,0030cd23,1,0
915,915,0,00000000,1,00186621,00186620,000821de,0030cd24,1,0
916,916,0,00000000,1,00186622,00186620,000821df,0030cd24,1,0
917,917,0,00000000,1,00186623,00186620,000821e0,0030cd24,1,0
918,918,0,00000000,1,00186624,00186620,000821e1,0030cd24,1,0
919,919,0,00000000,1,00186625,00186620,000821e2,0030cd24,1,0
920,920,0,00000000,1,00186626,00186620,000821e2,0030cd25,1,0
921,921,0,00000000,1,00186627,00186620,000821e3,0030cd25,1,0
922,922,0,00000000,1,00186627,00186620,000821e3,0030cd26,1,0
923,923,0,00000000,1,00186628,00186620,000821e3,0030cd27,1,0
924,924,0,00000000,1,00186628,00186620,000821e3,0030cd28,1,0
925,925,0,00000000,1,00186629,00186620,000821e3,0030cd29,1,0
926,926,0,00000000,1,0018662a,00186620,000821e4,0030cd29,1,0
927,927,0,00000000,1,0018662b,00186620,000821e4,0030cd2a,1,0
928,928,0,00000000,1,0018662c,00186620,000821e4,0030cd2b,1,0
929,929,0,00000000,1,0018662d,00186620,000821e4,0030cd2c,1,0
930,930,0,00000000,1,0018662e,00186620,000821e4,0030cd2d,1,0
931,931,0,00000000,1,0018662f,00186620,000821e4,0030cd2e,1,0
932,932,0,00000000,1,0018662f,00186620,000821e4,0030cd2f,1,0
933,933,0,00000000,1,00186630,00186620,000821e4,0030cd30,1,0
934,934,0,00000000,1,00186630,00186621,000821e4,0030cd31,1,0
935,935,0,00000000,1,00186630,00186622,000821e4,0030cd32,1,0
936,936,0,00000000,1,00186630,00186623,000821e4,0030cd33,1,0
937,937,0,00000000,1,00186630,00186624,000821e4,0030cd34,1,0
938,938,0,00000000,1,00186630,00186625,000821e4,0030cd35,1,0
939,939,0,00000000,1,00186630,00186626,000821e4,0030cd36,1,0
940,940,0,00000000,1,00186630,00186627,000821e4,0030cd37,1,0
941,941,0,00000000,1,00186630,00186628,000821e4,0030cd38,1,0
942,942,0,00000000,1,00186630,00186628,000821e4,0030cd39,1,0
943,943,0,00000000,1,00186630,00186629,000821e4,0030cd3a,1,0
944,944,0,00000000,1,00186630,0018662a,000821e4,0030cd3b,1,0
945,945,0,00000000,1,00186630,0018662b,000821e4,0030cd3c,1,0
946,946,0,00000000,1,00186630,0018662c,000821e4,0030cd3d,1,0
947,947,0,00000000,1,00186630,0018662d,000821e4,0030cd3e,1,0
948,948,0,00000000,1,00186630,0018662e,000821e4,0030cd3f,1,0
949,949,0,00000000,1,00186630,0018662e,000821e4,0030cd40,1,0
950,950,0,00000000,1,00186630,0018662f,000821e4,0030cd41,1,0
951,951,0,00000000,1,00186630,00186630,000821e4,0030cd42,1,0
952,952,0,00000000,1,00186630,00186630,000821e4,0030cd43,1,0
953,953,0,00000000,1,00186631,00186630,000821e4,0030cd44,1,0
954,954,0,00000000,1,00186632,00186630,000821e5,0030cd44,1,0
955,955,0,00000000,1,00186633,00186630,000821e6,0030cd44,1,0
956,956,0,00000000,1,00186634,00186630,000821e7,0030cd44,1,0
957,957,0,00000000,1,00186635,00186630,000821e8,0030cd44,1,0
958,958,0,00000000,1,00186636,00186630,000821e8,0030cd45,1,0
959,959,0,00000000,1,00186637,00186630,000821e8,0030cd46,1,0
960,960,0,00000000,1,00186638,00186630,000821e8,0030cd47,1,0
961,961,0,00000000,1,00186638,00186630,000821e8,0030cd48,1,0
962,962,0,00000000,1,00186639,00186630,000821e8,0030cd49,1,0
963,963,0,00000000,1,0018663a,00186630,000821e8,0030cd4a,1,0
964,964,0,00000000,1,0018663b,00186630,000821e8,0030cd4b,1,0
965,965,0,00000000,1,0018663c,00186630,000821e8,0030cd4c,1,0
966,966,0,00000000,1,0018663d,00186630,000821e8,0030cd4d,1,0
967,967,0,00000000,1,0018663e,00186630,000821e8,0030cd4e,1,0
968,968,0,00000000,1,0018663f,00186630,000821e8,0030cd4f,1,0
969,969,0,00000000,1,00186640,00186630,000821e8,0030cd50,1,0
970,970,0,00000000,1,00186640,00186631,000821e8,0030cd51,1,0
971,971,0,00000000,1,00186640,00186631,000821e8,0030cd52,1,0
972,972,0,00000000,1,00186640,00186632,000821e8,0030cd53,1,0
973,973,0,00000000,1,00186640,00186633,000821e8,0030cd54,1,0
974,974,0,00000000,1,00186640,00186633,000821e8,0030cd55,1,0
975,975,0,00000000,1,00186640,00186634,000821e8,0030cd56,1,0
976,976,0,00000000,1,00186640,00186635,000821e8,0030cd57,1,0
977,977,0,00000000,1,00186640,00186636,000821e8,0030cd58,1,0
978,978,0,00000000,1,00186640,00186637,000821e8,0030cd59,1,0
979,979,0,00000000,1,00186640,00186638,000821e8,0030cd5a,1,0
980,980,0,00000000,1,00186640,00186639,000821e8,0030cd5b,1,0
981,981,0,00000000,1,00186640,00186639,000821e8,0030cd5c,1,0
982,982,0,00000000,1,00186640,0018663a,000821e8,0030cd5d,1,0
983,983,0,00000000,1,00186640,0018663b,000821e8,0030cd5e,1,0
984,984,0,00000000,1,00186640,0018663c,000821e8,0030cd5f,1,0
985,985,0,00000000,1,00186640,0018663d,000821e8,0030cd60,1,0
986,986,0,00000000,1,00186640,0018663e,000821e8,0030cd61,1,0
987,987,0,00000000,1,00186640,0018663f,000821e8,0030cd62,1,0
988,988,0,00000000,1,00186640,00186640,000821e8,0030cd63,1,0
989,989,0,00000000,1,00186641,00186640,000821e9,0030cd63,1,0
990,990,0,00000000,1,00186641,00186640,000821ea,0030cd63,1,0
991,991,0,00000000,1,00186642,00186640,000821eb,0030cd63,1,0
992,992,0,00000000,1,00186643,00186640,000821ec,0030cd63,1,0
993,993,0,00000000,1,00186644,00186640,000821ed,0030cd63,1,0
994,994,0,00000000,1,00186645,00186640,000821ed,0030cd64,1,0
995,995,0,00000000,1,00186646,00186640,000821ed,0030cd65,1,0
996,996,0,00000000,1,00186647,00186640,000821ee,0030cd65,1,0
997,997,0,00000000,1,00186648,00186640,000821ee,0030cd66,1,0
998,998,0,00000000,1,00186649,00186640,000821ee,0030cd67,1,0
999,999,0,00000000,1,00186649,00186640,000821ee,0030cd68,1,0
1000,1000,0,00000000,1,0018664a,00186640,000821ee,0030cd69,1,0
1001,1001,0,00000000,1,0018664a,00186640,000821ee,0030cd6a,1,0
1002,1002,0,00000000,1,0018664b,00186640,000821ee,0030cd6b,1,0
1003,1003,0,00000000,1,0018664c,00186640,000821ee,0030cd6c,1,0
1004,1004,0,00000000,1,0018664d,00186640,000821ee,0030cd6d,1,0
1005,1005,0,00000000,1,0018664e,00186640,000821ee,0030cd6e,1,0
1006,1006,0,00000000,1,0018664f,00186640,000821ee,0030cd6f,1,0
1007,1007,0,00000000,1,00186650,00186640,000821ee,0030cd70,1,0
1008,1008,0,00000000,1,00186650,00186641,000821ee,0030cd71,1,0
1009,1009,0,00000000,1,00186650,00186642,000821ee,0030cd72,1,0
1010,1010,0,00000000,1,00186650,00186642,000821ee,0030cd73,1,0
1011,1011,0,00000000,1,00186650,00186643,000821ee,0030cd74,1,0
1012,1012,0,00000000,1,00186650,00186644,000821ee,0030cd75,1,0
1013,1013,0,00000000,1,00186650,00186645,000821ee,0030cd76,1,0
1014,1014,0,00000000,1,00186650,00186646,000821ee,0030cd77,1,0
1015,1015,0,00000000,1,00186650,00186647,000821ee,0030cd78,1,0
1016,1016,0,00000000,1,00186650,00186648,000821ee,0030cd79,1,0
1017,1017,0,00000000,1,00186650,00186649,000821ee,0030cd7a,1,0
1018,1018,0,00000000,1,00186650,0018664a,000821ee,0030cd7b,1,0
1019,1019,0,00000000,1,00186650,0018664a,000821ee,0030cd7c,1,0
1020,1020,0,00000000,1,00186650,0018664b,000821ee,0030cd7d,1,0
1021,1021,0,00000000,1,00186650,0018664c,000821ee,0030cd7e,1,0
1022,1022,0,00000000,1,00186650,0018664d,000821ee,0030cd7f,1,0
1023,1023,0,00000000,1,00186650,0018664e,000821ee,0030cd80,1,0
